MSOA21CD,MSOA21NM,borough_name,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
E02000630,Lambeth 013,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000631,Lambeth 014,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000632,Lambeth 015,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000633,Lambeth 016,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000634,Lambeth 017,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000635,Lambeth 018,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000636,Lambeth 019,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000637,Lambeth 020,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000638,Lambeth 021,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000639,Lambeth 022,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000640,Lambeth 023,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000641,Lambeth 024,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000642,Lambeth 025,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000643,Lambeth 026,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000644,Lambeth 027,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000645,Lambeth 028,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000646,Lambeth 029,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000647,Lambeth 030,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000648,Lambeth 031,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000649,Lambeth 032,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000650,Lambeth 033,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000651,Lambeth 034,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000652,Lambeth 035,Lambeth,1.0930328580288582,1.0458363917704598,1.0156647299914097,0.9950554107106696,0.9937922413419632,1.0436407650386377,1.234172541125325,1.5379929088675166,1.6979946857785306,1.5594198761870657,1.490490091822048,1.4950127066112522,1.5034053650165418,1.4984816555861225,1.5149686621721126,1.6326984377891405,1.6470232231686883,1.6419311807981427,1.5918248532437724,1.4633137859049528,1.346139293585939,1.28584595593461,1.2544815233281088,1.18900701040588
E02000653,Lewisham 001,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000654,Lewisham 002,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000655,Lewisham 003,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000657,Lewisham 005,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000658,Lewisham 006,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000659,Lewisham 007,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000660,Lewisham 008,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000661,Lewisham 009,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000662,Lewisham 010,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000663,Lewisham 011,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000665,Lewisham 013,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000666,Lewisham 014,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000667,Lewisham 015,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000668,Lewisham 016,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000669,Lewisham 017,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000670,Lewisham 018,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000671,Lewisham 019,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000672,Lewisham 020,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000673,Lewisham 021,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000674,Lewisham 022,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000675,Lewisham 023,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000676,Lewisham 024,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000677,Lewisham 025,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000678,Lewisham 026,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000679,Lewisham 027,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000680,Lewisham 028,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000681,Lewisham 029,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000682,Lewisham 030,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000683,Lewisham 031,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000685,Lewisham 033,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000686,Lewisham 034,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000687,Lewisham 035,Lewisham,1.0955747993110778,1.058755728509449,1.0278745912541525,1.0069501077219496,0.9997102699047706,1.0548024940863028,1.2828641714081557,1.573108494584549,1.7278359336147635,1.6013730988246693,1.4943752132764008,1.4810388508585817,1.5081933677917378,1.5225514824546191,1.5643652440211742,1.7018918454951206,1.729758861374542,1.7140543688492058,1.578522459170999,1.4274788847070308,1.3137927645531695,1.2562666278804753,1.2026811215309567,1.1529960446745315
E02000689,Merton 001,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000690,Merton 002,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000691,Merton 003,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000692,Merton 004,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000693,Merton 005,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000694,Merton 006,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000695,Merton 007,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000696,Merton 008,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000697,Merton 009,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000698,Merton 010,Merton,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
